sentence,label
"The porphyrin dimer molecule, studied in this article, holds a record large σ2 among relatively small molecules.",Conclusion
"The resulting values of the intrinsic TPA cross section, 6 × 103 GM, and TPA cross section per molecular weight are the largest intrinsic values obtained so far for tetrapyrrolic compounds and are among the largest for any organic chromophore.",Conclusion
"The fact that conjugated porphyrin dimer has such high two-photon cross section implies that it can have practical applications in high-density optical data storage, 3D fluorescence imaging, microfabrication and photodynamic therapy.",Conclusion
"These results are in agreement with the experimental adhesion data, obtained with the flow chamber.",Conclusion
"The omission of diffuse functions appears to have a negligible effect while calculating geometry parameters or total energy; thus, acceptable results may be obtained without them.",Conclusion
"The conclusions for charge density appear to be the same; however, limited results make an unambiguous claim unachievable.",Conclusion
Calculating 1H- and 13C-NMR shifts undoubtedly requires the use of these functions.,Conclusion
It is shown that the Anderson localization of the excitons is taking place even in the finite size of the ring-type systems containing tens of pigments in the case of comparable values of the spectral inhomogeneity and of the intermolecular resonance interaction.,Conclusion
Because of these two reasons the hopping type migration of the small-size excitons is postulated to be responsible for the excitation dynamics in this kind of systems.,Conclusion
"The wavelength dependence is resulted from the interplay between exciton population redistribution among pigments and the population, which stucks in the most red pigments.",Conclusion
The analysis allows to judge the nature of excitations and their extension radius in the LH2 kinds of systems.,Conclusion
"In the labeled reaction, the dominant isotopic products are C18O and 16OC18O. Combined with data from the corresponding reaction in natural isotopic abundance, these results show that at least 85% of the reactive flux passes through a four-membered OCCO ring intermediate.",Conclusion
An alternative reaction path through an energetically allowed three-membered COO ring intermediate represents less than 15% of the total reactive flux.,Conclusion
The average energy deposited in vibration of CO and CO2 is in reasonable agreement with a statistical model using the separate statistical ensembles method.,Conclusion
The vibrational distributions of the products from the emission spectra allow additional insight into the reaction dynamics.,Conclusion
